IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban,candidate_0_gps,candidate_1_gps,candidate_2_gps,candidate_3_gps,candidate_4_gps,candidate_5_gps,candidate_6_gps,candidate_7_gps,candidate_8_gps,candidate_9_gps,candidate_10_gps,candidate_11_gps,candidate_12_gps,candidate_13_gps,candidate_14_gps,candidate_15_gps,candidate_16_gps,candidate_17_gps,candidate_18_gps,candidate_19_gps,reverse_0_gps,reverse_1_gps,reverse_2_gps,reverse_3_gps,reverse_4_gps,reverse_5_gps,reverse_6_gps,reverse_7_gps,reverse_8_gps,reverse_9_gps,reverse_10_gps,reverse_11_gps,reverse_12_gps,reverse_13_gps,reverse_14_gps,reverse_15_gps,reverse_16_gps,reverse_17_gps,reverse_18_gps,reverse_19_gps,rag_coordinates,rag_response
482331439_eabd04b1b5_196_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,2.0,11.0,103.0,0.0018381168573435,0.0268123901318233,0.9713495076607755,"[-34.598878, -58.398187]","[-34.609493, -58.384351]","[-34.609025, -58.392355]","[-34.608345, -58.408813]","[-34.903812, -56.187686]","[-34.600357, -58.385607]","[-34.90646, -56.19848]","[-34.611334, -58.381959]","[-34.58517, -58.396453]","[-34.608056, -58.373056]","[-33.438747, -70.639858]","[-34.60876, -58.373848]","[-34.608777, -58.372571]","[-34.864524, -56.186828]","[-33.428146, -70.62458]","[-33.438219, -70.64975]","[-34.608415, -58.371176]","[-34.581213, -58.392333]","[-34.599028, -58.385649]","[-34.619986, -58.400985]","[38.402537, -76.843142]","[36.9835, -79.914667]","[39.139746, -77.692233]","[41.747046, -72.844913]","[52.368013, -2.719075]","[34.931673, -84.137206]","[38.058972, -78.709809]","[39.428291, -76.778281]","[36.635262, -81.78759]","[37.245839, -81.250247]","[39.235294, -77.972234]","[50.238017, 9.040355]","[47.364147, 4.898357]","[50.913221, -3.228526]","[42.943417, -72.803242]","[38.186964, -80.022418]","[41.509798, -83.901772]","[52.831142, -1.383075]","[53.279058, -3.222105]","[51.34042, -1.042039]",,
482450631_9a18ceae7e_219_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,0.0,53.0,0.5336019276574007,0.0922800825792364,0.3741179533274135,"[51.025815, 4.472959]","[53.496419, -0.324268]","[59.9114, 10.740895]","[41.929173, 12.475415]","[47.464844, 19.119]","[52.378192, 4.89943]","[44.271877, 9.395198]","[44.621754, 11.315917]","[45.753144, 21.235949]","[41.649827, -4.724121]","[49.999186, 14.617035]","[55.986121, -3.71384]","[55.948478, -3.187698]","[51.522829, -0.105689]","[48.150683, 0.507516]","[47.503272, 19.061805]","[52.260169, -7.105042]","[43.076568, 11.678874]","[37.296289, -121.865844]","[54.200809, -8.308067]","[34.145518, -83.812755]","[30.138595, -97.636871]","[27.454055, -81.351088]","[33.863288, -118.260837]","[41.674807, -0.499362]","[32.780841, -117.122517]","[39.793699, -86.239585]","[28.279742, -96.743373]","[32.713644, -117.174382]","[51.711242, -5.188271]","[38.157878, -122.452326]","[39.794886, -86.235036]","[38.205543, -119.879379]","[39.097578, -84.506707]","[38.392391, 21.827339]","[39.794886, -86.235036]","[36.585863, -121.754007]","[36.634337, -79.851926]","[42.338308, -82.995872]","[2.985583, 101.789639]",,
482456175_358f0cc837_214_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,2.0,10.0,257.0,0.0079931198761911,0.0022091301319022,0.989797742507566,"[-34.587167, -58.425667]","[-34.915496, -56.178245]","[-34.615398, -58.444901]","[-34.598383, -58.368301]","[-34.47175, -57.852201]","[-34.601563, -58.360061]","[23.1168, -82.388587]","[-34.542762, -58.414306]","[-31.401121, -64.197921]","[-34.629464, -58.44469]","[-34.629517, -58.443017]","[-34.6119, -58.446602]","[-34.915355, -56.158354]","[-34.469485, -57.847223]","[-34.608203, -58.370876]","[-36.829966, -73.045005]","[-34.612724, -58.388557]","[-34.600314, -58.390102]","[-33.284619, -54.84375]","[-34.587522, -58.3956]","[44.875751, -98.51757]","[44.51826, -98.987823]","[44.007999, -97.526512]","[41.607139, -87.266646]","[37.871084, -79.317061]","[39.139746, -77.692233]","[50.441189, -119.678664]","[45.895833, -122.461833]","[39.416488, -94.174125]","[43.174739, -101.731811]","[38.341588, -75.600754]","[46.914666, -121.642501]","[50.435115, -3.658018]","[49.343523, -117.749576]","[49.953649, -97.17523]","[51.216131, -114.715976]","[60.733303, -135.077349]","[42.114515, -85.637118]","[50.238017, 9.040355]","[39.428291, -76.778281]",,
482474082_48e542db42_184_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,5.0,202.0,0.6979403292931625,0.002699809066371,0.2993598168491189,"[-29.945415, -51.306152]","[44.230356, 12.038889]","[-29.945415, -51.306152]","[-29.945415, -51.306152]","[48.054232, 20.255076]","[37.668603, -1.100435]","[37.14363, -2.7757]","[37.139869, -8.545326]","[43.051666, -2.170667]","[47.539049, 8.299612]","[-29.945415, -51.306152]","[41.649314, -4.721374]","[43.05144, -2.171602]","[43.132794, -2.060708]","[-33.429287, -70.669716]","[-29.945415, -51.306152]","[32.774501, 35.367736]","[39.251264, 16.292467]","[19.16341, 72.779188]","[-29.945415, -51.306152]","[55.190383, -6.709127]","[51.904195, -5.291547]","[49.200158, -2.019853]","[36.634328, -79.85199]","[38.690666, -109.539464]","[50.082631, -5.315387]","[51.653414, -4.713033]","[29.185587, -81.073865]","[51.675855, -4.702835]","[34.145518, -83.812755]","[44.416413, -110.572889]","[50.998929, -4.398618]","[51.20691, -1.608939]","[51.711242, -5.188271]","[29.185587, -81.073865]","[36.28493, -115.006427]","[54.205, -4.468]","[39.790269, -86.238341]","[40.782068, -113.852005]","[51.673301, -4.698303]",,
482522436_afd67a4fb5_178_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,5.0,22.0,0.9862016309968736,0.0008899020820436,0.0129084078113024,"[6.267, -75.569221]","[-35.025798, 138.810424]","[-22.510891, -43.178329]","[-34.493352, -57.847137]","[37.233779, -3.81748]","[-33.450001, -70.666702]","[41.026656, -8.645746]","[18.322808, -72.262171]","[37.578666, -3.835834]","[7.956897, -72.242403]","[-33.444548, -70.723457]","[32.754301, -117.196859]","[32.098499, -116.856336]","[-35.025798, 138.810424]","[31.568663, -111.050491]","[41.536081, 1.76691]","[41.656, -85.972641]","[34.422668, -119.698523]","[39.597934, 2.707915]","[35.575092, -106.111412]","[30.208531, -85.862754]","[36.516034, -82.256913]","[1.280272, 103.855648]","[51.544973, -0.896759]","[50.723416, -2.934894]","[37.513674, 126.996889]","[44.979598, -93.276221]","[50.353538, -4.45232]","[1.289239, 103.859167]","[50.364873, -4.142146]","[53.395849, -2.990276]","[36.515189, -82.250647]","[50.21146, -5.478787]","[55.188325, -6.711359]","[55.190383, -6.709127]","[50.213423, -5.477049]","[39.097578, -84.506707]","[48.206188, 16.363849]","[50.536971, -3.499832]","[1.284755, 103.859811]",,
482522657_74aeb9d1f0_222_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,5.0,227.0,0.6967667651058491,0.077995936203024,0.2252372602230252,"[45.524364, -122.683509]","[47.675331, -122.325431]","[52.154478, 4.514715]","[53.753862, 9.671477]","[37.843596, -122.289483]","[38.908218, -77.042449]","[48.193463, 16.373534]","[47.614155, -122.327173]","[46.499692, -1.786136]","[39.753448, -104.998423]","[47.613836, -122.318051]","[45.400535, -75.709434]","[37.78374, -122.414474]","[50.830865, 3.265771]","[39.95, -75.221]","[52.081665, 5.124194]","[37.760757, -122.434628]","[-37.767101, 144.980006]","[42.352005, -83.080085]","[37.77782, -122.397163]","[41.674807, -0.499362]","[28.279742, -96.743373]","[43.25233, 5.789966]","[42.171379, 0.02421]","[2.760105, 101.736917]","[15.331703, 76.458878]","[43.254595, 5.788228]","[43.253142, 5.796146]","[2.760105, 101.736917]","[2.985583, 101.789639]","[28.279742, -96.743373]","[28.279742, -96.743373]","[-12.445586, 130.906541]","[41.674807, -0.499362]","[28.279742, -96.743373]","[25.490544, 51.452922]","[28.279742, -96.743373]","[41.569416, 2.258892]","[43.25233, 5.789966]","[36.710953, -6.035099]",,
482528363_696c14a52c_193_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,2.0,8.0,339.0,0.000363282164862,0.4799705268803007,0.5196661972050847,"[-35.177526, -71.136624]","[-24.869617, 31.113967]","[-39.3214, 175.38969]","[-1.351954, 36.712521]","[-33.175918, 151.481719]","[35.104883, -81.204242]","[45.467297, -123.843324]","[-30.145127, 147.919921]","[47.318125, 6.605324]","[39.704017, 9.242248]","[45.532371, -123.129658]","[-34.813803, 138.427734]","[43.379756, -3.707236]","[39.977383, -6.525063]","[58.870827, 25.863733]","[14.581859, -90.555989]","[45.553607, -122.853798]","[42.249359, 2.814388]","[-34.559233, -59.631729]","[-29.42973, 147.995109]","[48.306333, 14.286]","[47.797571, 13.046383]","[30.208531, -85.862754]","[47.80067, 13.04337]","[40.24944, -111.6514]","[48.209302, 16.368663]","[48.204998, 16.367096]","[39.761063, -86.163625]","[41.879, -87.630334]","[47.80151, 13.040943]","[43.162649, -77.629222]","[49.632637, 8.344566]","[40.446208, -80.016896]","[47.798508, 13.042553]","[39.101425, -84.512621]","[48.205727, 16.363363]","[38.872224, -77.007578]","[48.207994, 16.366517]","[43.162649, -77.629222]","[51.221695, 6.767578]",,
482973491_fdc5768f9f_182_7885919@N07.jpg,7885919@N07,45.436774,12.326182,0.0,5.0,90.0,0.6689660596150873,0.0055097123528753,0.3255242399438316,"[45.437296, 12.327121]","[42.439468, -2.954129]","[38.722952, -9.128522]","[45.396385, 11.879482]","[45.438212, 12.328376]","[44.70069, 8.036895]","[38.771216, -9.250488]","[45.46302, 9.185353]","[40.419148, -3.696792]","[45.429456, 12.343289]","[42.336357, -7.863013]","[38.924085, -9.151761]","[40.061256, 17.980842]","[41.90623, 12.483649]","[41.90932, 12.488021]","[41.902963, 12.497248]","[37.173722, -3.599739]","[43.317817, 11.328964]","[37.386398, -5.993793]","[45.434613, 12.3436]","[36.516034, -82.256913]","[45.200401, -96.021102]","[60.733303, -135.077349]","[47.628264, -122.663769]","[28.279742, -96.743373]","[49.117088, -122.817756]","[28.370105, -96.751785]","[47.537573, -122.167079]","[48.196288, -122.112075]","[-34.670205, 150.854344]","[33.760105, -84.398753]","[44.98535, -64.139492]","[42.966189, -79.794731]","[28.279742, -96.743373]","[38.809742, -77.042237]","[54.733343, -115.427856]","[33.760105, -84.398753]","[-27.576674, 152.999478]","[47.048867, -122.76535]","[51.054344, -114.057312]",,
483510032_1aa39298ae_196_90168643@N00.jpg,90168643@N00,31.77298,35.224914,2.0,11.0,226.0,0.0028480049887278,0.0179973833748103,0.9791546803665908,"[31.780641, 35.219936]","[31.779219, 35.239441]","[31.757655, 35.234527]","[31.773599, 35.224998]","[31.774667, 35.230525]","[31.779255, 35.239226]","[31.773599, 35.224998]","[34.121965, 35.645828]","[33.511522, 36.304149]","[31.77837, 35.21558]","[31.714039, 35.198907]","[31.757655, 35.234527]","[31.778051, 35.234806]","[31.778161, 35.229613]","[31.777591, 35.230407]","[31.778224, 35.229935]","[31.779164, 35.239248]","[31.777365, 35.229844]","[31.778875, 35.245011]","[31.778164, 35.232371]","[33.760105, -84.398753]","[53.343377, 0.266675]","[44.875751, -98.51757]","[33.760105, -84.398753]","[33.760105, -84.398753]","[47.043011, -122.90166]","[51.711242, -5.188271]","[33.760105, -84.398753]","[45.885816, -123.964812]","[33.760105, -84.398753]","[33.420166, -117.620167]","[33.760105, -84.398753]","[47.048867, -122.76535]","[33.760105, -84.398753]","[33.760105, -84.398753]","[-32.925923, -71.528549]","[33.760105, -84.398753]","[51.711242, -5.188271]","[51.767231, -5.141172]","[53.440065, -3.057289]",,
483717602_2445d0d4ae_206_40425693@N00.jpg,40425693@N00,40.542112,14.252185,1.0,6.0,204.0,0.0097574557952384,0.8999324743015222,0.0903101665535928,"[42.708551, 17.928485]","[41.882598, 16.178998]","[39.675847, 19.688615]","[43.211075, 5.455972]","[43.047314, 16.135482]","[42.124201, 15.489349]","[38.07328, 12.817299]","[39.995139, 15.400257]","[40.55014, 14.241689]","[37.05093, 21.555004]","[38.124294, 20.622711]","[37.905241, 20.707436]","[39.909736, 18.058776]","[39.791951, 19.922375]","[37.334861, 23.456779]","[42.641598, 18.103022]","[38.095929, 12.800016]","[37.968899, 12.073116]","[40.545308, 14.22163]","[40.545879, 14.222445]","[43.187229, -102.73796]","[49.26044, -123.114028]","[35.150666, -80.828834]","[43.571559, -100.749977]","[33.953189, -84.545883]","[42.345544, -71.159179]","[42.079639, -70.679026]","[45.400352, -75.686691]","[5.449059, -73.367683]","[22.724829, 75.880209]","[41.277666, -96.0065]","[47.320221, -122.141157]","[42.855644, -72.560491]","[38.915187, -77.019655]","[4.807186, -75.690388]","[36.634328, -79.85199]","[43.362666, -92.5545]","[45.186725, -93.278238]","[45.166049, -93.227577]","[33.760105, -84.398753]",,
483794926_ba696e52d8_201_90168643@N00.jpg,90168643@N00,31.77298,35.224914,0.0,2.0,331.0,0.5684353530095052,0.0060705073140923,0.4254940831957583,"[47.571495, 10.963582]","[55.867148, -4.267534]","[50.088868, 14.421272]","[50.083302, 14.4667]","[47.790065, 22.874818]","[41.421958, 2.11887]","[44.431872, 26.098585]","[50.051986, 19.948425]","[47.268743, 11.395075]","[31.771812, 35.234441]","[50.051986, 19.948425]","[51.403312, -0.337003]","[52.367382, 4.903625]","[39.717716, 21.630791]","[43.683071, -79.464599]","[53.212612, 22.769165]","[50.086721, 14.415521]","[41.421997, 2.118794]","[41.146175, -8.61106]","[41.033366, 28.947558]","[41.674807, -0.499362]","[55.190383, -6.709127]","[51.711242, -5.188271]","[43.381004, -3.216633]","[55.188325, -6.711359]","[51.711242, -5.188271]","[31.244801, 121.444587]","[43.31528, -1.998299]","[39.790269, -86.238341]","[7.092205, -73.851985]","[60.733303, -135.077349]","[51.711242, -5.188271]","[-27.484897, 153.054496]","[52.006808, -3.618289]","[51.767231, -5.141172]","[31.244801, 121.444587]","[54.733343, -115.427856]","[29.54075, -95.271313]","[39.792314, -86.235294]","[44.501127, -88.061385]",,
484091031_4dccc76743_227_7885919@N07.jpg,7885919@N07,45.456382,12.356389,0.0,1.0,25.0,0.639469243546273,0.0377246999833573,0.3228059945083714,"[-37.803409, 144.972195]","[43.667385, -79.393501]","[45.439808, 10.988087]","[33.305127, 126.290488]","[40.629946, -8.655381]","[48.860437, 2.338478]","[47.382246, 8.536773]","[44.404718, 8.932292]","[41.996115, 21.434841]","[24.158638, 120.667133]","[34.06253, -118.357849]","[1.607821, 103.710937]","[49.278654, -122.916798]","[59.933688, 30.306129]","[37.645742, 21.634826]","[-33.442408, -70.654063]","[4.601043, -74.07433]","[40.750378, -73.989486]","[35.706272, 139.576084]","[41.898875, 12.486562]","[28.279742, -96.743373]","[28.279742, -96.743373]","[51.711242, -5.188271]","[51.216131, -114.715976]","[51.711242, -5.188271]","[51.216131, -114.715976]","[28.279742, -96.743373]","[28.279742, -96.743373]","[28.279742, -96.743373]","[52.006808, -3.618289]","[28.279742, -96.743373]","[58.191926, -6.375761]","[61.605253, 4.795875]","[60.137699, -1.278769]","[28.279742, -96.743373]","[38.157878, -122.452326]","[51.767231, -5.141172]","[55.190383, -6.709127]","[28.279742, -96.743373]","[58.477755, -3.062217]",,
484136398_2bc88c26e5_203_51162504@N00.jpg,51162504@N00,37.214506,-7.410321,2.0,10.0,266.0,0.0004587120491095,0.1299638935171039,0.8695773970723941,"[-34.473404, -57.852158]","[44.857268, -0.558993]","[-34.467221, -57.841644]","[37.063944, -7.967834]","[36.586862, -6.233282]","[-34.477973, -57.853423]","[37.126714, -7.650003]","[-34.461277, -57.859497]","[37.405073, -5.990295]","[37.38708, -6.001528]","[38.694897, -9.196525]","[-29.90785, -71.248054]","[36.528251, -6.300964]","[37.127065, -7.650175]","[-34.58729, -58.393449]","[38.705443, -9.176502]","[38.706435, -9.136081]","[37.010636, -7.935143]","[37.384527, -6.00112]","[-34.910719, -56.139407]","[46.914666, -121.642501]","[39.476568, -106.067268]","[53.335485, -1.584949]","[39.678192, -105.902795]","[39.638996, -106.373839]","[39.485171, -106.046605]","[37.628507, -107.821519]","[49.343523, -117.749576]","[50.441189, -119.678664]","[53.341421, -1.610426]","[39.47911, -106.084241]","[53.3415, -1.610166]","[39.570151, -106.523464]","[53.349195, -1.809623]","[40.429403, -105.466013]","[39.311668, -120.184998]","[40.447045, -80.016088]","[38.524722, -106.108056]","[35.366795, -82.783098]","[40.361666, -106.626945]",,
484137914_3f2f3c258c_194_51162504@N00.jpg,51162504@N00,37.214506,-7.410321,2.0,15.0,119.0,0.0727280408006976,0.0051298874313943,0.922142039995208,"[37.137097, -7.594687]","[36.781517, -6.360998]","[37.737961, -0.738967]","[28.043888, -16.535834]","[28.97139, -13.557901]","[38.924466, -6.344426]","[37.025134, -7.842006]","[37.254379, -6.939314]","[41.495849, 2.169585]","[28.96144, -13.550434]","[28.734248, -13.867921]","[41.074692, 1.144123]","[38.927065, -9.005992]","[36.745083, -3.877419]","[41.533333, -8.508334]","[39.378882, 3.238059]","[35.194712, -6.153717]","[35.044051, 34.009895]","[-27.573416, -48.536224]","[43.681505, 4.632464]","[46.78817, -121.736]","[44.976175, -93.265954]","[49.343523, -117.749576]","[44.160646, -71.644442]","[40.007873, -83.024357]","[46.845, -121.7358]","[39.119273, -84.153041]","[54.10968, -1.582885]","[39.485171, -106.046605]","[33.760105, -84.398753]","[45.2985, -111.409833]","[40.429403, -105.466013]","[48.901063, -123.406591]","[44.981666, -93.278166]","[37.811275, -107.657057]","[47.53282, -121.963453]","[54.257879, -1.118459]","[39.678192, -105.902795]","[35.725333, -82.207667]","[51.216131, -114.715976]",,
484199684_09c57af496_230_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,5.0,315.0,0.9654017012265969,0.0006652736937411,0.0339330300302549,"[-29.851438, -51.187105]","[-41.886815, -73.86589]","[-7.159317, -78.520317]","[-31.699545, -55.970706]","[-16.569588, -68.086566]","[1.239984, -77.281951]","[4.631179, -74.08081]","[-34.640678, -71.897033]","[-37.118031, -72.936172]","[-13.522761, -71.983966]","[39.1768, 16.290364]","[-33.464671, -70.648441]","[-16.569588, -68.086566]","[-33.476844, -70.541591]","[-14.052662, -71.555156]","[-34.640678, -71.897033]","[-17.380251, -66.250991]","[-33.089815, -53.009033]","[5.517746, -72.888793]","[-40.622682, -71.512413]","[50.083045, -5.537695]","[50.353538, -4.45232]","[50.213423, -5.477049]","[50.364873, -4.142146]","[50.594339, -4.83584]","[50.215112, -5.478572]","[30.208531, -85.862754]","[50.214316, -5.477328]","[50.214563, -5.476512]","[50.268537, -4.783666]","[50.215435, -5.476791]","[50.210196, -5.477199]","[51.455333, -2.603833]","[50.134222, -5.683345]","[50.21146, -5.478787]","[50.536971, -3.499832]","[51.448196, -2.624037]","[44.979598, -93.276221]","[50.152926, -5.07225]","[50.331573, -4.516754]",,
484245503_2c1739bf8b_213_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,1.0,93.0,0.9992366951444004,4.520256730522476e-05,0.0007179914837038,"[59.931595, 30.307009]","[48.054232, 20.255076]","[48.054232, 20.255076]","[43.313968, 5.369482]","[-33.476844, -70.541591]","[-34.035091, -70.663963]","[-31.399216, -64.194488]","[37.14363, -2.7757]","[4.631179, -74.135742]","[34.919507, 33.639278]","[48.054232, 20.255076]","[52.071263, 5.148639]","[42.875437, -8.541859]","[-26.990083, -51.408977]","[55.829432, 37.642185]","[-28.101739, 153.480033]","[41.496235, 2.147827]","[-23.591067, -46.654585]","[-32.864196, -69.769052]","[37.417549, 41.356916]","[50.21146, -5.478787]","[36.515189, -82.250647]","[50.350492, -3.572552]","[50.213423, -5.477049]","[36.516034, -82.256913]","[50.4325, -3.555833]","[50.123769, -5.473594]","[50.268537, -4.783666]","[50.082852, -5.537796]","[50.083045, -5.537695]","[50.214913, -5.477607]","[50.215112, -5.478572]","[50.594339, -4.83584]","[34.145518, -83.812755]","[49.286451, -123.144062]","[50.210196, -5.477199]","[1.289239, 103.859167]","[50.594393, -4.835164]","[50.353538, -4.45232]","[50.336695, -4.634771]",,
484255165_aeaf43116a_193_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,0.0,1.0,131.0,0.7376789670122434,0.004270765014553,0.2580503392392757,"[-34.594366, -58.389861]","[-34.524661, -58.480224]","[-34.620494, -58.380317]","[-34.588019, -58.39361]","[-34.587485, -58.393578]","[-34.587432, -58.392913]","[41.62003, -0.88869]","[-34.604106, -58.436965]","[-34.587555, -58.393224]","[-34.506556, -58.502197]","[37.739838, -25.663976]","[-34.604459, -58.387527]","[-34.587555, -58.393224]","[-34.587467, -58.393514]","[-34.587803, -58.393578]","[-34.58729, -58.393449]","[41.386999, 9.157447]","[-34.621907, -58.417053]","[-34.609475, -58.395423]","[-34.6119, -58.446602]","[51.216131, -114.715976]","[37.54063, -91.376563]","[40.690438, -82.636178]","[44.734522, -93.074379]","[47.320905, -122.142391]","[39.416488, -94.174125]","[39.823139, -86.341323]","[36.634337, -79.851926]","[52.066633, -1.023917]","[41.823837, -88.317512]","[45.325102, -122.572169]","[32.157247, -110.923976]","[30.805003, -98.74237]","[43.359264, -71.464431]","[34.798351, -92.318437]","[51.216131, -114.715976]","[43.359264, -71.464431]","[34.218225, -93.137905]","[30.529126, -97.626056]","[30.531547, -97.624683]",,
484775080_6decd41318_229_7885919@N07.jpg,7885919@N07,-23.248128,16.559486,1.0,7.0,30.0,0.0002047956506876,0.8142371056082993,0.1855581393371501,"[-22.512556, 15.996093]","[39.483988, -105.111823]","[-32.193627, 25.489654]","[32.32345, -106.57464]","[36.399499, -112.498]","[-24.285775, 16.136856]","[-26.203481, 20.555922]","[29.270508, -103.300087]","[33.429578, -111.418619]","[36.305787, -112.761783]","[41.533254, -115.309753]","[31.917547, -106.506893]","[-24.775346, 15.067749]","[-32.517289, 19.169082]","[34.742388, -112.122709]","[-33.536172, 21.695423]","[33.526513, -111.311073]","[32.339787, -110.689873]","[-30.173624, 20.599365]","[33.073634, -116.466965]","[50.259511, 19.021711]","[49.263323, 4.026489]","[22.65869, 90.254058]","[45.064041, 7.696931]","[50.333162, 6.944947]","[45.473486, 9.201811]","[49.41967, 0.233309]","[45.733, 4.8165]","[22.321194, 114.220527]","[25.043741, 121.50708]","[52.238733, 20.998992]","[1.422666, 103.863166]","[35.172419, 138.720946]","[45.407892, 11.873205]","[45.398419, 11.876521]","[22.543734, 88.39591]","[22.624033, 120.288319]","[49.117088, -122.817756]","[45.433454, 12.336101]","[49.632637, 8.344566]",,
485581993_e813d3229d_187_57253263@N00.jpg,57253263@N00,42.04711,-70.650823,2.0,10.0,57.0,0.0019813386271323,0.2609921219847706,0.7370266054612955,"[43.26337, -70.591342]","[41.761452, -70.475578]","[41.723, -70.235834]","[49.371475, -0.880966]","[40.863566, -72.407884]","[38.932189, -74.957635]","[38.933575, -74.958429]","[39.681914, -74.177627]","[46.727532, -92.047233]","[38.930937, -74.912595]","[35.172755, -75.804226]","[41.63525, -70.278922]","[38.930003, -74.929611]","[54.94085, 8.317937]","[42.562374, -9.036254]","[41.788784, -69.935338]","[38.22636, -75.141109]","[35.44805, -120.906922]","[38.929648, -74.933345]","[46.418925, -63.80619]","[10.49104, -66.868489]","[19.283418, -99.136784]","[41.905866, 12.482566]","[38.749012, -9.141091]","[6.256227, -75.595979]","[10.48922, -66.883671]","[44.823368, 20.49139]","[-22.992709, -43.251581]","[17.061769, -96.726119]","[41.37296, 2.173318]","[19.435433, -99.149122]","[4.600081, -74.074909]","[6.252165, -75.559844]","[-0.229499, -78.524276]","[22.288659, 113.941816]","[28.477245, -16.304252]","[-0.229499, -78.524276]","[6.236194, -75.579537]","[45.478061, 9.124027]","[6.292605, -75.546455]",,
486112467_9a11ead046_227_75653366@N00.jpg,75653366@N00,49.242328,-123.11335,2.0,14.0,153.0,0.0002905892546013,0.4681657917227806,0.5315435590686036,"[50.705277, -1.92589]","[48.415455, -123.365457]","[51.387878, -2.375986]","[48.566227, -123.469406]","[53.683873, 9.672303]","[47.388424, 0.666303]","[43.623448, -84.251432]","[45.518554, -122.706756]","[49.302068, -123.144035]","[-42.877937, 147.334061]","[47.627979, -122.293739]","[37.7701, -122.470299]","[48.565191, -123.467788]","[40.411786, -3.691831]","[45.519146, -122.70787]","[53.337433, -6.278686]","[45.47566, -122.694969]","[49.241586, -123.112792]","[45.518866, -122.708051]","[48.563569, -123.463379]","[41.674807, -0.499362]","[39.761297, -3.1636]","[41.674807, -0.499362]","[40.449066, -2.314728]","[42.171379, 0.02421]","[41.703522, -0.591201]","[39.696894, -3.501656]","[37.144855, -2.776193]","[41.703522, -0.591201]","[38.026488, 12.881008]","[-32.925923, -71.528549]","[-3.67378, -79.652252]","[41.674807, -0.499362]","[37.144855, -2.776193]","[18.08406, -15.97842]","[38.756375, -0.11012]","[40.417938, -2.922606]","[36.890742, 15.071156]","[44.877905, 1.937713]","[8.075824, -74.850056]",,
486112965_0adc5ac5fa_213_75653366@N00.jpg,75653366@N00,49.242328,-123.11335,1.0,8.0,141.0,0.2811292571627435,0.704153691089104,0.0147169845472885,"[52.393987, 9.69905]","[32.821628, -96.716209]","[41.825691, -71.404362]","[52.271046, 4.547073]","[51.504862, -0.131256]","[51.77015, -0.201015]","[51.476692, -0.299935]","[-45.033744, 168.578338]","[38.888084, -77.012996]","[51.752353, -1.247527]","[52.26947, 4.544219]","[51.002488, -1.147045]","[51.437447, -0.282238]","[39.935728, -75.442922]","[40.157638, -83.076469]","[51.520707, -0.08789]","[-43.750017, 172.936992]","[51.961036, 0.993577]","[22.281352, 114.188343]","[39.868378, -75.672969]","[41.674807, -0.499362]","[26.26843, 73.029876]","[41.674807, -0.499362]","[39.761297, -3.1636]","[22.879476, -109.910874]","[26.26843, 73.029876]","[36.690721, 27.380161]","[28.279742, -96.743373]","[26.909365, 70.913314]","[36.862214, -2.005434]","[26.916559, 70.913314]","[20.362719, -89.77086]","[22.871272, -109.89521]","[26.920429, 70.918327]","[18.08406, -15.97842]","[-32.925923, -71.528549]","[38.392391, 21.827339]","[26.920429, 70.918327]","[49.709134, -54.062347]","[40.14633, 18.491095]",,
486170152_713ccb153d_213_7885919@N07.jpg,7885919@N07,-21.768586,13.956069,1.0,7.0,116.0,0.0113571014500202,0.602196750928556,0.3864461433460784,"[-21.766195, 13.957958]","[32.850028, -117.271928]","[-21.769702, 13.963623]","[-22.093911, 14.25476]","[37.697675, -123.007907]","[-21.779905, 13.980102]","[36.610705, -121.862668]","[-22.098364, 14.259567]","[-21.883164, 14.067306]","[-1.253543, -90.464773]","[24.573587, -110.415]","[37.808383, -122.421217]","[-0.329588, -91.032714]","[-34.061619, 18.335323]","[-22.120709, 14.277334]","[-44.111253, 170.145263]","[32.850893, -117.271542]","[37.148122, -122.355068]","[-22.108543, 14.317932]","[36.961825, -122.02358]","[45.953999, 12.660381]","[45.407892, 11.873205]","[45.883794, 10.840866]","[46.171011, 9.872095]","[44.443615, 1.450216]","[45.079825, 7.675544]","[51.567947, -0.109777]","[47.801567, 13.042316]","[45.067216, 7.676525]","[46.051314, 11.131896]","[45.476711, 9.162217]","[63.43262, 10.40189]","[44.79972, 10.997051]","[45.398419, 11.876521]","[44.464875, 7.365989]","[51.447559, -2.598489]","[29.271577, 48.04989]","[46.089721, 13.430614]","[43.352675, 12.573122]","[45.443512, 10.993881]",,
